Measurement:	B1R1_Out
Date:	2022-04-29	Time:	15:52:25
#################################################################################
V_Drain	V_Gate	I_Drain	I_Gate	t_Time	
0.0	0.0	-9.770752e-12	1.361693e-13	0.5000271797180176	
-0.5	0.0	-1.461149e-11	4.846858e-12	1.9407553672790527	
-1.0	0.0	-1.491331e-11	-1.037455e-11	3.350752592086792	
-1.5	0.0	-1.46289e-11	4.875828e-12	4.7607502937316895	
-2.0	0.0	-1.657333e-11	-1.018914e-11	6.170839309692383	
-2.5	0.0	-1.569688e-11	-8.720281e-13	7.600837707519531	
-3.0	0.0	-1.78677e-11	4.580329e-12	9.020833969116211	
-3.5	0.0	-2.464124e-11	5.240856e-12	10.430829763412476	
-4.0	0.0	-3.625558e-11	1.77014e-12	11.860827207565308	
-4.5	0.0	-3.377133e-11	7.448408e-12	13.290823936462402	
-5.0	0.0	-5.041217e-11	5.936148e-12	14.730819940567017	
0.0	-1.0	-5.336304e-12	3.248383e-11	16.180816888809204	
-0.5	-1.0	-1.869512e-10	4.923973e-12	17.170817613601685	
-1.0	-1.0	-3.35842e-10	-1.167452e-11	18.160812854766846	
-1.5	-1.0	-3.863392e-10	7.906143e-12	19.468701601028442	
-2.0	-1.0	-3.954864e-10	-1.59428e-11	20.878847360610962	
-2.5	-1.0	-3.450996e-10	2.465447e-12	22.288841247558594	
-3.0	-1.0	-3.900828e-10	-7.413703e-12	23.71883535385132	
-3.5	-1.0	-3.889566e-10	5.391503e-12	25.13883638381958	
-4.0	-1.0	-3.727455e-10	1.457253e-12	26.54883360862732	
-4.5	-1.0	-4.523801e-10	8.410227e-12	27.978830575942993	
-5.0	-1.0	-4.052378e-10	-1.830684e-11	29.398826837539673	
0.0	-2.0	-7.640577e-12	8.02503e-13	31.15879535675049	
-0.5	-2.0	-1.784866e-09	1.252983e-11	32.57881784439087	
-1.0	-2.0	-2.91354e-09	-6.932792e-12	33.98882007598877	
-1.5	-2.0	-3.47461e-09	-7.40212e-12	35.41881060600281	
-2.0	-2.0	-3.906683e-09	7.877173e-12	36.8588125705719	
-2.5	-2.0	-3.889512e-09	1.179978e-11	38.27880668640137	
-3.0	-2.0	-3.918852e-09	8.676761e-12	39.698801040649414	
-3.5	-2.0	-3.667055e-09	-3.344137e-11	41.11879801750183	
-4.0	-2.0	-3.910373e-09	1.83529e-11	42.52879595756531	
-4.5	-2.0	-4.010602e-09	6.561912e-12	43.95879554748535	
-5.0	-2.0	-3.914322e-09	-1.407707e-11	45.3787887096405	
0.0	-3.0	1.58236e-12	1.825224e-13	47.14863872528076	
-0.5	-3.0	-3.91262e-09	8.746288e-12	48.56878328323364	
-1.0	-3.0	-7.100811e-09	-6.539653e-11	49.978780031204224	
-1.5	-3.0	-1.056359e-08	-5.658057e-12	51.71624946594238	
-2.0	-3.0	-1.229196e-08	1.317298e-11	53.13443851470947	
-2.5	-3.0	-1.316828e-08	-1.439861e-12	54.55443501472473	
-3.0	-3.0	-1.369771e-08	-1.281393e-11	55.96256136894226	
-3.5	-3.0	-1.352894e-08	1.033387e-11	57.382559299468994	
-4.0	-3.0	-1.429663e-08	-5.479231e-11	58.491233348846436	
-4.5	-3.0	-1.452902e-08	-1.775062e-11	59.79127836227417	
-5.0	-3.0	-1.378254e-08	3.118105e-11	61.219990491867065	
0.0	-4.0	2.125583e-13	-4.25586e-12	62.97983956336975	
-0.5	-4.0	-6.171575e-09	6.34753e-12	64.39998173713684	
-1.0	-4.0	-1.215992e-08	-1.486509e-11	66.14997887611389	
-1.5	-4.0	-1.768539e-08	1.05019e-11	67.56997466087341	
-2.0	-4.0	-2.237131e-08	-2.607113e-11	68.97997212409973	
-2.5	-4.0	-2.473707e-08	5.049858e-11	70.38997197151184	
-3.0	-4.0	-2.664678e-08	4.660496e-11	71.80996680259705	
-3.5	-4.0	-2.711833e-08	-4.140844e-11	73.23995447158813	
-4.0	-4.0	-2.705152e-08	2.560133e-11	74.64996075630188	
-4.5	-4.0	-2.706359e-08	2.594319e-11	76.05995583534241	
-5.0	-4.0	-2.835853e-08	-4.16344e-11	77.47995615005493	
0.0	-5.0	9.579582e-12	-6.521211e-11	78.90994930267334	
-0.5	-5.0	-7.482876e-09	1.521251e-11	80.22981023788452	
-1.0	-5.0	-1.448593e-08	-2.579302e-11	81.96995258331299	
-1.5	-5.0	-2.169472e-08	-2.327832e-11	83.38995051383972	
-2.0	-5.0	-2.891168e-08	-6.460548e-13	84.80994606018066	
-2.5	-5.0	-3.407959e-08	-4.534274e-11	86.21993923187256	
-3.0	-5.0	-3.744463e-08	5.994092e-12	87.62894177436829	
-3.5	-5.0	-3.853268e-08	-4.357776e-11	88.71879315376282	
-4.0	-5.0	-3.936215e-08	-2.569452e-11	90.01894044876099	
-4.5	-5.0	-4.178913e-08	-4.379824e-11	91.11878705024719	
-5.0	-5.0	-3.942489e-08	7.41944e-12	92.428786277771	
