Measurement:	R1T2_Out
Date:	2022-04-29	Time:	16:33:44
#################################################################################
V_Drain	V_Gate	I_Drain	I_Gate	t_Time	
0.0	0.0	-6.143074e-12	7.608876e-11	0.179854154586792	
-0.5	0.0	-1.217369e-11	-1.25444e-12	1.5084726810455322	
-1.0	0.0	-1.246971e-11	8.711516e-12	2.9386160373687744	
-1.5	0.0	-1.245809e-11	6.89217e-12	4.358610391616821	
-2.0	0.0	-1.666616e-11	-1.15102e-11	5.788607120513916	
-2.5	0.0	-1.567945e-11	2.378537e-12	7.198604106903076	
-3.0	0.0	-1.309656e-11	-1.31238e-12	8.608600616455078	
-3.5	0.0	-1.960313e-11	-1.271821e-12	10.018598794937134	
-4.0	0.0	-2.222083e-11	2.025089e-12	11.448596239089966	
-4.5	0.0	-2.992309e-11	2.036678e-12	12.86859130859375	
-5.0	0.0	-4.077122e-11	5.090208e-12	14.288590669631958	
0.0	-1.0	2.01188e-12	-7.993118e-12	16.05858612060547	
-0.5	-1.0	-7.869059e-10	-1.352079e-11	17.478584051132202	
-1.0	-1.0	-1.243944e-09	-1.506207e-11	18.898577451705933	
-1.5	-1.0	-1.13685e-09	2.813102e-12	20.31857705116272	
-2.0	-1.0	-1.072271e-09	-1.129003e-11	21.73857355117798	
-2.5	-1.0	-9.691712e-10	-1.174777e-11	23.148568630218506	
-3.0	-1.0	-9.377408e-10	-1.134796e-11	24.568567276000977	
-3.5	-1.0	-9.763109e-10	-3.421478e-12	25.9985613822937	
-4.0	-1.0	-1.044981e-09	-2.882616e-12	27.42855930328369	
-4.5	-1.0	-1.069179e-09	1.649297e-11	28.858562231063843	
-5.0	-1.0	-1.075918e-09	6.808302e-13	30.27855157852173	
0.0	-2.0	-1.534508e-12	-6.191118e-12	32.02855968475342	
-0.5	-2.0	-3.391583e-09	-8.694215e-12	33.448554277420044	
-1.0	-2.0	-6.834247e-09	-2.212523e-11	34.86855149269104	
-1.5	-2.0	-8.964228e-09	-2.543953e-11	36.27854919433594	
-2.0	-2.0	-9.158581e-09	1.152744e-11	37.68854331970215	
-2.5	-2.0	-1.026336e-08	-3.382373e-11	39.428542137145996	
-3.0	-2.0	-1.10817e-08	1.326567e-11	40.8485369682312	
-3.5	-2.0	-1.13887e-08	-2.968667e-11	42.26853656768799	
-4.0	-2.0	-1.045773e-08	-9.540179e-12	43.67853403091431	
-4.5	-2.0	-1.139983e-08	-1.097714e-11	45.09852862358093	
-5.0	-2.0	-1.203998e-08	-4.000039e-11	46.518524169921875	
0.0	-3.0	7.531107e-12	-7.848254e-12	48.27852272987366	
-0.5	-3.0	-6.339887e-09	-2.210487e-12	49.698517084121704	
-1.0	-3.0	-1.331773e-08	6.286822e-13	51.448511838912964	
-1.5	-3.0	-2.015355e-08	-3.433071e-12	52.868510246276855	
-2.0	-3.0	-2.653251e-08	1.275579e-11	54.28850865364075	
-2.5	-3.0	-2.47427e-08	3.160755e-12	55.70850610733032	
-3.0	-3.0	-2.640084e-08	-1.319632e-11	57.11850333213806	
-3.5	-3.0	-2.647595e-08	9.876129e-12	58.538498878479004	
-4.0	-3.0	-2.638686e-08	1.938425e-11	59.95849323272705	
-4.5	-3.0	-2.793589e-08	3.202695e-11	61.38849139213562	
-5.0	-3.0	-2.721987e-08	9.626987e-12	62.808486223220825	
0.0	-4.0	2.112179e-11	-6.776334e-12	64.58848333358765	
-0.5	-4.0	-9.305277e-09	-2.204698e-12	66.00848126411438	
-1.0	-4.0	-1.929092e-08	-1.255318e-11	67.75848054885864	
-1.5	-4.0	-2.64886e-08	-1.350342e-11	69.18847727775574	
-2.0	-4.0	-3.700828e-08	6.240537e-11	70.608469247818	
-2.5	-4.0	-4.095763e-08	-2.802375e-11	72.01846671104431	
-3.0	-4.0	-4.367216e-08	1.13768e-11	73.44852232933044	
-3.5	-4.0	-4.462438e-08	-5.39152e-12	74.86852192878723	
-4.0	-4.0	-4.377922e-08	-1.646427e-11	76.27859807014465	
-4.5	-4.0	-4.54964e-08	-8.58413e-12	77.68859648704529	
-5.0	-4.0	-4.796673e-08	-1.895578e-11	79.1185896396637	
0.0	-5.0	1.492997e-11	-1.318474e-11	80.87673306465149	
-0.5	-5.0	-1.185288e-08	-9.586786e-11	82.3165807723999	
-1.0	-5.0	-2.169117e-08	2.054058e-12	83.62657761573792	
-1.5	-5.0	-3.125332e-08	-4.846865e-12	85.0348310470581	
-2.0	-5.0	-4.250841e-08	-6.782134e-12	86.45482754707336	
-2.5	-5.0	-5.423789e-08	-2.326089e-11	87.86482453346252	
-3.0	-5.0	-5.568086e-08	1.773293e-11	89.27482461929321	
-3.5	-5.0	-5.987392e-08	-2.382873e-11	90.69481992721558	
-4.0	-5.0	-6.157248e-08	7.552698e-12	92.11489582061768	
-4.5	-5.0	-5.973302e-08	1.170127e-11	93.54489302635193	
-5.0	-5.0	-5.870409e-08	4.122595e-12	95.07490515708923	
